"subject" "activity" "measurement" "averagemean" "averagestd"
25 "sitting" "fBodyAccJerkY" -0.98 -0.98
25 "sitting" "fBodyAccJerkZ" -0.99 -0.99
25 "sitting" "fBodyAccMag" -0.97 -0.96
25 "sitting" "fBodyAccX" -0.99 -0.99
25 "sitting" "fBodyAccY" -0.96 -0.94
25 "sitting" "fBodyAccZ" -0.97 -0.96
25 "sitting" "fBodyBodyAccJerkMag" -0.99 -0.99
25 "sitting" "fBodyBodyGyroJerkMag" -0.99 -0.99
25 "sitting" "fBodyBodyGyroMag" -0.98 -0.97
25 "sitting" "fBodyGyroX" -0.99 -0.99
25 "sitting" "fBodyGyroY" -0.98 -0.98
25 "sitting" "fBodyGyroZ" -0.98 -0.97
25 "sitting" "tBodyAccJerkMag" -0.99 -0.99
25 "sitting" "tBodyAccJerkX" 0.08 -0.99
25 "sitting" "tBodyAccJerkY" 0 -0.98
25 "sitting" "tBodyAccJerkZ" 0 -0.99
25 "sitting" "tBodyAccMag" -0.97 -0.96
25 "sitting" "tBodyAccX" 0.28 -0.99
25 "sitting" "tBodyAccY" -0.01 -0.95
25 "sitting" "tBodyAccZ" -0.11 -0.97
25 "sitting" "tBodyGyroJerkMag" -0.99 -0.99
25 "sitting" "tBodyGyroJerkX" -0.1 -0.99
25 "sitting" "tBodyGyroJerkY" -0.04 -0.99
25 "sitting" "tBodyGyroJerkZ" -0.05 -0.99
25 "sitting" "tBodyGyroMag" -0.97 -0.97
25 "sitting" "tBodyGyroX" -0.04 -0.99
25 "sitting" "tBodyGyroY" -0.07 -0.98
25 "sitting" "tBodyGyroZ" 0.09 -0.97
25 "sitting" "tGravityAccMag" -0.97 -0.96
25 "sitting" "tGravityAccX" 0.87 -0.99
25 "sitting" "tGravityAccY" 0.21 -0.96
25 "sitting" "tGravityAccZ" 0.17 -0.97
25 "standing" "fBodyAccJerkX" -0.99 -0.99
25 "standing" "fBodyAccJerkY" -0.97 -0.97
25 "standing" "fBodyAccJerkZ" -0.98 -0.99
25 "standing" "fBodyAccMag" -0.97 -0.97
25 "standing" "fBodyAccX" -0.99 -0.99
25 "standing" "fBodyAccY" -0.96 -0.95
25 "standing" "fBodyAccZ" -0.97 -0.96
25 "standing" "fBodyBodyAccJerkMag" -0.98 -0.98
25 "standing" "fBodyBodyGyroJerkMag" -0.98 -0.98
25 "standing" "fBodyBodyGyroMag" -0.97 -0.96
25 "standing" "fBodyGyroX" -0.97 -0.97
25 "standing" "fBodyGyroY" -0.98 -0.98
25 "standing" "fBodyGyroZ" -0.97 -0.97
25 "standing" "tBodyAccJerkMag" -0.98 -0.98
25 "standing" "tBodyAccJerkX" 0.08 -0.99
25 "standing" "tBodyAccJerkY" 0.01 -0.97
25 "standing" "tBodyAccJerkZ" -0.01 -0.99
25 "standing" "tBodyAccMag" -0.97 -0.97
25 "standing" "tBodyAccX" 0.28 -0.99
25 "standing" "tBodyAccY" -0.02 -0.95
25 "standing" "tBodyAccZ" -0.11 -0.96
25 "standing" "tBodyGyroJerkMag" -0.99 -0.98
25 "standing" "tBodyGyroJerkX" -0.1 -0.98
25 "standing" "tBodyGyroJerkY" -0.04 -0.99
25 "standing" "tBodyGyroJerkZ" -0.06 -0.98
25 "standing" "tBodyGyroMag" -0.97 -0.96
25 "standing" "tBodyGyroX" -0.02 -0.97
25 "standing" "tBodyGyroY" -0.07 -0.98
25 "standing" "tBodyGyroZ" 0.09 -0.97
25 "standing" "tGravityAccMag" -0.97 -0.97
25 "standing" "tGravityAccX" 0.93 -0.99
25 "standing" "tGravityAccY" -0.16 -0.98
25 "standing" "tGravityAccZ" 0.2 -0.97
25 "laying" "fBodyAccJerkX" -0.97 -0.98
25 "laying" "fBodyAccJerkY" -0.95 -0.95
25 "laying" "fBodyAccJerkZ" -0.96 -0.97
25 "laying" "fBodyAccMag" -0.77 -0.65
25 "laying" "fBodyAccX" -0.93 -0.9
25 "laying" "fBodyAccY" -0.78 -0.67
25 "laying" "fBodyAccZ" -0.82 -0.69
25 "laying" "fBodyBodyAccJerkMag" -0.96 -0.96
25 "laying" "fBodyBodyGyroJerkMag" -0.97 -0.97
25 "laying" "fBodyBodyGyroMag" -0.91 -0.85
25 "laying" "fBodyGyroX" -0.89 -0.89
25 "laying" "fBodyGyroY" -0.95 -0.93
25 "laying" "fBodyGyroZ" -0.92 -0.92
25 "laying" "tBodyAccJerkMag" -0.96 -0.96
25 "laying" "tBodyAccJerkX" 0.09 -0.97
25 "laying" "tBodyAccJerkY" 0.03 -0.95
25 "laying" "tBodyAccJerkZ" -0.03 -0.97
25 "laying" "tBodyAccMag" -0.56 -0.65
25 "laying" "tBodyAccX" 0.25 -0.91
25 "laying" "tBodyAccY" -0.02 -0.69
25 "laying" "tBodyAccZ" -0.1 -0.72
25 "laying" "tBodyGyroJerkMag" -0.97 -0.97
25 "laying" "tBodyGyroJerkX" -0.1 -0.96
25 "laying" "tBodyGyroJerkY" -0.04 -0.97
25 "laying" "tBodyGyroJerkZ" -0.06 -0.97
25 "laying" "tBodyGyroMag" -0.81 -0.86
25 "laying" "tBodyGyroX" 0 -0.89
25 "laying" "tBodyGyroY" -0.07 -0.94
25 "laying" "tBodyGyroZ" 0.14 -0.91
25 "laying" "tGravityAccMag" -0.56 -0.65
25 "laying" "tGravityAccX" -0.46 -0.83
25 "laying" "tGravityAccY" 0.62 -0.64
25 "laying" "tGravityAccZ" 0.53 -0.61
26 "walking" "fBodyAccJerkX" -0.36 -0.35
26 "walking" "fBodyAccJerkY" -0.3 -0.27
26 "walking" "fBodyAccJerkZ" -0.4 -0.4
26 "walking" "fBodyAccMag" -0.38 -0.54
26 "walking" "fBodyAccX" -0.32 -0.35
26 "walking" "fBodyAccY" -0.15 -0.19
26 "walking" "fBodyAccZ" -0.34 -0.38
26 "walking" "fBodyBodyAccJerkMag" -0.29 -0.27
26 "walking" "fBodyBodyGyroJerkMag" -0.62 -0.61
26 "walking" "fBodyBodyGyroMag" -0.55 -0.61
26 "walking" "fBodyGyroX" -0.37 -0.53
26 "walking" "fBodyGyroY" -0.56 -0.59
26 "walking" "fBodyGyroZ" -0.32 -0.43
26 "walking" "tBodyAccJerkMag" -0.29 -0.28
26 "walking" "tBodyAccJerkX" 0.07 -0.33
26 "walking" "tBodyAccJerkY" 0.02 -0.26
26 "walking" "tBodyAccJerkZ" -0.01 -0.4
26 "walking" "tBodyAccMag" -0.22 -0.42
26 "walking" "tBodyAccX" 0.28 -0.34
26 "walking" "tBodyAccY" -0.02 -0.14
26 "walking" "tBodyAccZ" -0.11 -0.33
26 "walking" "tBodyGyroJerkMag" -0.51 -0.6
26 "walking" "tBodyGyroJerkX" -0.1 -0.42
26 "walking" "tBodyGyroJerkY" -0.05 -0.59
26 "walking" "tBodyGyroJerkZ" -0.05 -0.49
26 "walking" "tBodyGyroMag" -0.39 -0.54
26 "walking" "tBodyGyroX" 0 -0.49
26 "walking" "tBodyGyroY" -0.08 -0.58
26 "walking" "tBodyGyroZ" 0.09 -0.35
26 "walking" "tGravityAccMag" -0.22 -0.42
26 "walking" "tGravityAccX" 0.96 -0.98
26 "walking" "tGravityAccY" -0.13 -0.97
26 "walking" "tGravityAccZ" 0.11 -0.97
26 "walking_upstairs" "fBodyAccJerkX" -0.3 -0.34
26 "walking_upstairs" "fBodyAccJerkY" -0.42 -0.42
26 "walking_upstairs" "fBodyAccJerkZ" -0.64 -0.72
26 "walking_upstairs" "fBodyAccMag" -0.17 -0.27
26 "walking_upstairs" "fBodyAccX" -0.24 -0.14
26 "walking_upstairs" "fBodyAccY" -0.19 -0.04
26 "walking_upstairs" "fBodyAccZ" -0.5 -0.4
26 "walking_upstairs" "fBodyBodyAccJerkMag" -0.29 -0.39
26 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.67 -0.67
26 "walking_upstairs" "fBodyBodyGyroMag" -0.56 -0.57
26 "walking_upstairs" "fBodyGyroX" -0.43 -0.59
26 "walking_upstairs" "fBodyGyroY" -0.62 -0.6
26 "walking_upstairs" "fBodyGyroZ" -0.34 -0.36
26 "walking_upstairs" "tBodyAccJerkMag" -0.4 -0.33
26 "walking_upstairs" "tBodyAccJerkX" 0.08 -0.29
26 "walking_upstairs" "tBodyAccJerkY" 0 -0.4
26 "walking_upstairs" "tBodyAccJerkZ" -0.01 -0.68
26 "walking_upstairs" "tBodyAccMag" -0.14 -0.15
26 "walking_upstairs" "tBodyAccX" 0.27 -0.17
26 "walking_upstairs" "tBodyAccY" -0.03 -0.05
26 "walking_upstairs" "tBodyAccZ" -0.12 -0.4
26 "walking_upstairs" "tBodyGyroJerkMag" -0.65 -0.66
26 "walking_upstairs" "tBodyGyroJerkX" -0.1 -0.52
26 "walking_upstairs" "tBodyGyroJerkY" -0.04 -0.73
26 "walking_upstairs" "tBodyGyroJerkZ" -0.06 -0.56
26 "walking_upstairs" "tBodyGyroMag" -0.34 -0.51
26 "walking_upstairs" "tBodyGyroX" -0.02 -0.55
26 "walking_upstairs" "tBodyGyroY" -0.07 -0.6
26 "walking_upstairs" "tBodyGyroZ" 0.07 -0.31
26 "walking_upstairs" "tGravityAccMag" -0.14 -0.15
26 "walking_upstairs" "tGravityAccX" 0.94 -0.96
26 "walking_upstairs" "tGravityAccY" -0.25 -0.94
26 "walking_upstairs" "tGravityAccZ" 0 -0.93
26 "walking_downstairs" "fBodyAccJerkX" -0.2 -0.13
26 "walking_downstairs" "fBodyAccJerkY" -0.17 -0.06
26 "walking_downstairs" "fBodyAccJerkZ" -0.36 -0.4
26 "walking_downstairs" "fBodyAccMag" 0.08 0.01
26 "walking_downstairs" "fBodyAccX" 0.02 0.23
26 "walking_downstairs" "fBodyAccY" -0.01 -0.08
26 "walking_downstairs" "fBodyAccZ" -0.28 -0.35
26 "walking_downstairs" "fBodyBodyAccJerkMag" -0.15 -0.07
26 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.47 -0.49
26 "walking_downstairs" "fBodyBodyGyroMag" -0.33 -0.39
26 "walking_downstairs" "fBodyGyroX" -0.13 -0.4
26 "walking_downstairs" "fBodyGyroY" -0.44 -0.5
26 "walking_downstairs" "fBodyGyroZ" -0.22 -0.43
26 "walking_downstairs" "tBodyAccJerkMag" -0.15 -0.11
26 "walking_downstairs" "tBodyAccJerkX" 0.11 -0.13
26 "walking_downstairs" "tBodyAccJerkY" -0.01 -0.09
26 "walking_downstairs" "tBodyAccJerkZ" -0.01 -0.38
26 "walking_downstairs" "tBodyAccMag" 0.11 0.15
26 "walking_downstairs" "tBodyAccX" 0.28 0.17
26 "walking_downstairs" "tBodyAccY" -0.01 -0.01
26 "walking_downstairs" "tBodyAccZ" -0.11 -0.28
26 "walking_downstairs" "tBodyGyroJerkMag" -0.42 -0.46
26 "walking_downstairs" "tBodyGyroJerkX" -0.1 -0.17
26 "walking_downstairs" "tBodyGyroJerkY" -0.04 -0.55
26 "walking_downstairs" "tBodyGyroJerkZ" -0.05 -0.36
26 "walking_downstairs" "tBodyGyroMag" -0.24 -0.3
26 "walking_downstairs" "tBodyGyroX" -0.01 -0.33
26 "walking_downstairs" "tBodyGyroY" -0.1 -0.47
26 "walking_downstairs" "tBodyGyroZ" 0.08 -0.33
26 "walking_downstairs" "tGravityAccMag" 0.11 0.15
26 "walking_downstairs" "tGravityAccX" 0.95 -0.96
26 "walking_downstairs" "tGravityAccY" -0.08 -0.94
26 "walking_downstairs" "tGravityAccZ" 0.15 -0.93
26 "sitting" "fBodyAccJerkX" -0.99 -0.99
26 "sitting" "fBodyAccJerkY" -0.99 -0.99
26 "sitting" "fBodyAccJerkZ" -0.99 -0.99
26 "sitting" "fBodyAccMag" -0.95 -0.93
26 "sitting" "fBodyAccX" -0.98 -0.98
26 "sitting" "fBodyAccY" -0.95 -0.94
26 "sitting" "fBodyAccZ" -0.97 -0.94
26 "sitting" "fBodyBodyAccJerkMag" -0.99 -0.99
26 "sitting" "fBodyBodyGyroJerkMag" -0.99 -0.99
26 "sitting" "fBodyBodyGyroMag" -0.98 -0.96
26 "sitting" "fBodyGyroX" -0.99 -0.99
26 "sitting" "fBodyGyroY" -0.98 -0.97
26 "sitting" "fBodyGyroZ" -0.97 -0.97
26 "sitting" "tBodyAccJerkMag" -0.99 -0.99
26 "sitting" "tBodyAccJerkX" 0.08 -0.99
26 "sitting" "tBodyAccJerkY" 0.01 -0.99
26 "sitting" "tBodyAccJerkZ" -0.01 -0.99
26 "sitting" "tBodyAccMag" -0.95 -0.93
26 "sitting" "tBodyAccX" 0.26 -0.98
26 "sitting" "tBodyAccY" -0.01 -0.94
26 "sitting" "tBodyAccZ" -0.1 -0.95
26 "sitting" "tBodyGyroJerkMag" -0.99 -0.99
26 "sitting" "tBodyGyroJerkX" -0.1 -1
26 "sitting" "tBodyGyroJerkY" -0.04 -0.99
26 "sitting" "tBodyGyroJerkZ" -0.05 -0.99
26 "sitting" "tBodyGyroMag" -0.95 -0.96
26 "sitting" "tBodyGyroX" -0.04 -0.99
26 "sitting" "tBodyGyroY" -0.08 -0.97
26 "sitting" "tBodyGyroZ" 0.07 -0.97
26 "sitting" "tGravityAccMag" -0.95 -0.93
26 "sitting" "tGravityAccX" 0.78 -0.97
26 "sitting" "tGravityAccY" 0.22 -0.95
26 "sitting" "tGravityAccZ" 0.31 -0.94
26 "standing" "fBodyAccJerkX" -0.99 -0.99
26 "standing" "fBodyAccJerkY" -0.98 -0.98
26 "standing" "fBodyAccJerkZ" -0.98 -0.99
26 "standing" "fBodyAccMag" -0.97 -0.96
26 "standing" "fBodyAccX" -0.99 -0.99
26 "standing" "fBodyAccY" -0.96 -0.95
26 "standing" "fBodyAccZ" -0.97 -0.96
26 "standing" "fBodyBodyAccJerkMag" -0.98 -0.98
26 "standing" "fBodyBodyGyroJerkMag" -0.99 -0.98
26 "standing" "fBodyBodyGyroMag" -0.97 -0.96
26 "standing" "fBodyGyroX" -0.97 -0.98
26 "standing" "fBodyGyroY" -0.98 -0.98
26 "standing" "fBodyGyroZ" -0.97 -0.98
26 "standing" "tBodyAccJerkMag" -0.99 -0.98
26 "standing" "tBodyAccJerkX" 0.08 -0.99
26 "standing" "tBodyAccJerkY" 0.01 -0.98
26 "standing" "tBodyAccJerkZ" 0 -0.99
26 "standing" "tBodyAccMag" -0.97 -0.96
26 "standing" "tBodyAccX" 0.28 -0.99
26 "standing" "tBodyAccY" -0.02 -0.95
26 "standing" "tBodyAccZ" -0.11 -0.96
26 "standing" "tBodyGyroJerkMag" -0.99 -0.98
26 "standing" "tBodyGyroJerkX" -0.1 -0.98
26 "standing" "tBodyGyroJerkY" -0.04 -0.99
26 "standing" "tBodyGyroJerkZ" -0.05 -0.99
26 "standing" "tBodyGyroMag" -0.97 -0.96
26 "standing" "tBodyGyroX" -0.02 -0.97
26 "standing" "tBodyGyroY" -0.07 -0.98
26 "standing" "tBodyGyroZ" 0.08 -0.97
26 "standing" "tGravityAccMag" -0.97 -0.96
26 "standing" "tGravityAccX" 0.97 -0.99
26 "standing" "tGravityAccY" -0.14 -0.97
26 "standing" "tGravityAccZ" 0.09 -0.96
26 "laying" "fBodyAccJerkX" -0.99 -0.99
26 "laying" "fBodyAccJerkY" -0.99 -0.99
26 "laying" "fBodyAccJerkZ" -0.99 -0.99
26 "laying" "fBodyAccMag" -0.97 -0.97
26 "laying" "fBodyAccX" -0.97 -0.97
26 "laying" "fBodyAccY" -0.98 -0.98
26 "laying" "fBodyAccZ" -0.98 -0.98
26 "laying" "fBodyBodyAccJerkMag" -0.99 -0.99
26 "laying" "fBodyBodyGyroJerkMag" -0.99 -0.99
26 "laying" "fBodyBodyGyroMag" -0.97 -0.97
26 "laying" "fBodyGyroX" -0.99 -0.99
26 "laying" "fBodyGyroY" -0.98 -0.98
26 "laying" "fBodyGyroZ" -0.97 -0.97
26 "laying" "tBodyAccJerkMag" -0.99 -0.99
26 "laying" "tBodyAccJerkX" 0.09 -0.99
26 "laying" "tBodyAccJerkY" 0.01 -0.99
26 "laying" "tBodyAccJerkZ" -0.01 -0.99
26 "laying" "tBodyAccMag" -0.98 -0.96
26 "laying" "tBodyAccX" 0.27 -0.97
26 "laying" "tBodyAccY" -0.02 -0.98
26 "laying" "tBodyAccZ" -0.11 -0.98
26 "laying" "tBodyGyroJerkMag" -0.99 -0.99
26 "laying" "tBodyGyroJerkX" -0.1 -0.99
26 "laying" "tBodyGyroJerkY" -0.04 -0.99
26 "laying" "tBodyGyroJerkZ" -0.07 -0.99
26 "laying" "tBodyGyroMag" -0.95 -0.97
26 "laying" "tBodyGyroX" -0.02 -0.99
26 "laying" "tBodyGyroY" -0.09 -0.98
26 "laying" "tBodyGyroZ" 0.15 -0.97
26 "laying" "tGravityAccMag" -0.98 -0.96
26 "laying" "tGravityAccX" -0.62 -0.94
26 "laying" "tGravityAccY" 0.8 -0.99
26 "laying" "tGravityAccZ" 0.61 -0.98
27 "walking" "fBodyAccJerkX" -0.35 -0.35
27 "walking" "fBodyAccJerkY" -0.19 -0.07
27 "walking" "fBodyAccJerkZ" -0.38 -0.42
27 "walking" "fBodyAccMag" -0.33 -0.55
27 "walking" "fBodyAccX" -0.31 -0.37
27 "walking" "fBodyAccY" -0.14 -0.27
27 "walking" "fBodyAccZ" -0.31 -0.35
27 "walking" "fBodyBodyAccJerkMag" -0.26 -0.28
27 "walking" "fBodyBodyGyroJerkMag" -0.62 -0.64
27 "walking" "fBodyBodyGyroMag" -0.52 -0.55
27 "walking" "fBodyGyroX" -0.5 -0.64
27 "walking" "fBodyGyroY" -0.53 -0.53
27 "walking" "fBodyGyroZ" -0.32 -0.3
27 "walking" "tBodyAccJerkMag" -0.23 -0.27
27 "walking" "tBodyAccJerkX" 0.07 -0.32
27 "walking" "tBodyAccJerkY" 0 -0.1
27 "walking" "tBodyAccJerkZ" -0.02 -0.4
27 "walking" "tBodyAccMag" -0.24 -0.41
27 "walking" "tBodyAccX" 0.28 -0.35
27 "walking" "tBodyAccY" -0.02 -0.19
27 "walking" "tBodyAccZ" -0.11 -0.3
27 "walking" "tBodyGyroJerkMag" -0.56 -0.62
27 "walking" "tBodyGyroJerkX" -0.08 -0.52
27 "walking" "tBodyGyroJerkY" -0.05 -0.63
27 "walking" "tBodyGyroJerkZ" -0.07 -0.43
27 "walking" "tBodyGyroMag" -0.4 -0.48
27 "walking" "tBodyGyroX" -0.09 -0.61
27 "walking" "tBodyGyroY" -0.04 -0.53
27 "walking" "tBodyGyroZ" 0.12 -0.25
27 "walking" "tGravityAccMag" -0.24 -0.41
27 "walking" "tGravityAccX" 0.94 -0.98
27 "walking" "tGravityAccY" -0.19 -0.97
27 "walking" "tGravityAccZ" -0.13 -0.96
27 "walking_upstairs" "fBodyAccJerkX" -0.5 -0.48
27 "walking_upstairs" "fBodyAccJerkY" -0.44 -0.45
27 "walking_upstairs" "fBodyAccJerkZ" -0.61 -0.66
27 "walking_upstairs" "fBodyAccMag" -0.39 -0.47
27 "walking_upstairs" "fBodyAccX" -0.42 -0.25
27 "walking_upstairs" "fBodyAccY" -0.25 -0.08
27 "walking_upstairs" "fBodyAccZ" -0.42 -0.2
27 "walking_upstairs" "fBodyBodyAccJerkMag" -0.46 -0.47
27 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.72 -0.75
27 "walking_upstairs" "fBodyBodyGyroMag" -0.61 -0.52
27 "walking_upstairs" "fBodyGyroX" -0.54 -0.57
27 "walking_upstairs" "fBodyGyroY" -0.59 -0.59
27 "walking_upstairs" "fBodyGyroZ" -0.4 -0.18
27 "walking_upstairs" "tBodyAccJerkMag" -0.48 -0.46
27 "walking_upstairs" "tBodyAccJerkX" 0.07 -0.47
27 "walking_upstairs" "tBodyAccJerkY" -0.01 -0.43
27 "walking_upstairs" "tBodyAccJerkZ" 0.01 -0.63
27 "walking_upstairs" "tBodyAccMag" -0.16 -0.38
27 "walking_upstairs" "tBodyAccX" 0.27 -0.3
27 "walking_upstairs" "tBodyAccY" -0.02 -0.1
27 "walking_upstairs" "tBodyAccZ" -0.12 -0.23
27 "walking_upstairs" "tBodyGyroJerkMag" -0.7 -0.72
27 "walking_upstairs" "tBodyGyroJerkX" -0.09 -0.7
27 "walking_upstairs" "tBodyGyroJerkY" -0.05 -0.71
27 "walking_upstairs" "tBodyGyroJerkZ" -0.06 -0.68
27 "walking_upstairs" "tBodyGyroMag" -0.29 -0.5
27 "walking_upstairs" "tBodyGyroX" -0.09 -0.56
27 "walking_upstairs" "tBodyGyroY" 0 -0.59
27 "walking_upstairs" "tBodyGyroZ" 0.14 -0.17
27 "walking_upstairs" "tGravityAccMag" -0.16 -0.38
27 "walking_upstairs" "tGravityAccX" 0.87 -0.96
27 "walking_upstairs" "tGravityAccY" -0.23 -0.95
27 "walking_upstairs" "tGravityAccZ" -0.29 -0.93
27 "walking_downstairs" "fBodyAccJerkX" -0.04 -0.05
27 "walking_downstairs" "fBodyAccJerkY" -0.17 -0.16
27 "walking_downstairs" "fBodyAccJerkZ" -0.34 -0.47
27 "walking_downstairs" "fBodyAccMag" 0.15 -0.07
27 "walking_downstairs" "fBodyAccX" 0.08 0.19
27 "walking_downstairs" "fBodyAccY" -0.06 -0.18
27 "walking_downstairs" "fBodyAccZ" -0.24 -0.3
27 "walking_downstairs" "fBodyBodyAccJerkMag" 0.01 -0.11
27 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.47 -0.5
27 "walking_downstairs" "fBodyBodyGyroMag" -0.36 -0.4
27 "walking_downstairs" "fBodyGyroX" -0.3 -0.39
27 "walking_downstairs" "fBodyGyroY" -0.4 -0.54
27 "walking_downstairs" "fBodyGyroZ" -0.14 -0.37
27 "walking_downstairs" "tBodyAccJerkMag" -0.12 -0.04
27 "walking_downstairs" "tBodyAccJerkX" 0.09 0
27 "walking_downstairs" "tBodyAccJerkY" 0.02 -0.14
27 "walking_downstairs" "tBodyAccJerkZ" -0.01 -0.41
27 "walking_downstairs" "tBodyAccMag" 0.11 0.12
27 "walking_downstairs" "tBodyAccX" 0.3 0.17
27 "walking_downstairs" "tBodyAccY" -0.01 -0.1
27 "walking_downstairs" "tBodyAccZ" -0.11 -0.24
27 "walking_downstairs" "tBodyGyroJerkMag" -0.44 -0.47
27 "walking_downstairs" "tBodyGyroJerkX" -0.05 -0.49
27 "walking_downstairs" "tBodyGyroJerkY" -0.06 -0.46
27 "walking_downstairs" "tBodyGyroJerkZ" -0.06 -0.31
27 "walking_downstairs" "tBodyGyroMag" -0.16 -0.31
27 "walking_downstairs" "tBodyGyroX" -0.16 -0.36
27 "walking_downstairs" "tBodyGyroY" -0.02 -0.48
27 "walking_downstairs" "tBodyGyroZ" 0.15 -0.26
27 "walking_downstairs" "tGravityAccMag" 0.11 0.12
27 "walking_downstairs" "tGravityAccX" 0.93 -0.95
27 "walking_downstairs" "tGravityAccY" -0.17 -0.93
27 "walking_downstairs" "tGravityAccZ" -0.14 -0.92
27 "sitting" "fBodyAccJerkX" -0.99 -0.99
27 "sitting" "fBodyAccJerkY" -0.99 -0.99
27 "sitting" "fBodyAccJerkZ" -0.99 -0.99
27 "sitting" "fBodyAccMag" -0.97 -0.97
27 "sitting" "fBodyAccX" -0.99 -0.99
27 "sitting" "fBodyAccY" -0.97 -0.97
27 "sitting" "fBodyAccZ" -0.97 -0.96
27 "sitting" "fBodyBodyAccJerkMag" -0.99 -0.99
27 "sitting" "fBodyBodyGyroJerkMag" -0.99 -0.99
27 "sitting" "fBodyBodyGyroMag" -0.98 -0.97
27 "sitting" "fBodyGyroX" -0.99 -0.99
27 "sitting" "fBodyGyroY" -0.98 -0.98
27 "sitting" "fBodyGyroZ" -0.98 -0.98
27 "sitting" "tBodyAccJerkMag" -0.99 -0.99
27 "sitting" "tBodyAccJerkX" 0.08 -0.99
27 "sitting" "tBodyAccJerkY" 0 -0.99
27 "sitting" "tBodyAccJerkZ" -0.01 -0.99
27 "sitting" "tBodyAccMag" -0.98 -0.97
27 "sitting" "tBodyAccX" 0.27 -0.99
27 "sitting" "tBodyAccY" -0.02 -0.97
27 "sitting" "tBodyAccZ" -0.11 -0.97
27 "sitting" "tBodyGyroJerkMag" -0.99 -0.99
27 "sitting" "tBodyGyroJerkX" -0.1 -0.99
27 "sitting" "tBodyGyroJerkY" -0.04 -0.99
27 "sitting" "tBodyGyroJerkZ" -0.05 -0.99
27 "sitting" "tBodyGyroMag" -0.96 -0.97
27 "sitting" "tBodyGyroX" -0.04 -0.99
27 "sitting" "tBodyGyroY" -0.08 -0.98
27 "sitting" "tBodyGyroZ" 0.08 -0.98
27 "sitting" "tGravityAccMag" -0.98 -0.97
27 "sitting" "tGravityAccX" 0.84 -0.98
27 "sitting" "tGravityAccY" 0.21 -0.98
27 "sitting" "tGravityAccZ" 0.28 -0.97
27 "standing" "fBodyAccJerkX" -0.99 -0.99
27 "standing" "fBodyAccJerkY" -0.98 -0.98
27 "standing" "fBodyAccJerkZ" -0.99 -0.99
27 "standing" "fBodyAccMag" -0.97 -0.97
27 "standing" "fBodyAccX" -0.99 -0.99
27 "standing" "fBodyAccY" -0.96 -0.95
27 "standing" "fBodyAccZ" -0.97 -0.96
27 "standing" "fBodyBodyAccJerkMag" -0.98 -0.98
27 "standing" "fBodyBodyGyroJerkMag" -0.99 -0.99
27 "standing" "fBodyBodyGyroMag" -0.98 -0.97
27 "standing" "fBodyGyroX" -0.97 -0.97
27 "standing" "fBodyGyroY" -0.98 -0.98
27 "standing" "fBodyGyroZ" -0.98 -0.98
27 "standing" "tBodyAccJerkMag" -0.99 -0.98
27 "standing" "tBodyAccJerkX" 0.07 -0.99
27 "standing" "tBodyAccJerkY" 0.01 -0.98
27 "standing" "tBodyAccJerkZ" 0 -0.99
27 "standing" "tBodyAccMag" -0.97 -0.97
27 "standing" "tBodyAccX" 0.28 -0.99
27 "standing" "tBodyAccY" -0.02 -0.96
27 "standing" "tBodyAccZ" -0.11 -0.96
27 "standing" "tBodyGyroJerkMag" -0.99 -0.99
27 "standing" "tBodyGyroJerkX" -0.1 -0.98
27 "standing" "tBodyGyroJerkY" -0.04 -0.99
27 "standing" "tBodyGyroJerkZ" -0.05 -0.99
27 "standing" "tBodyGyroMag" -0.97 -0.97
27 "standing" "tBodyGyroX" -0.03 -0.97
27 "standing" "tBodyGyroY" -0.07 -0.98
27 "standing" "tBodyGyroZ" 0.07 -0.98
27 "standing" "tGravityAccMag" -0.97 -0.97
27 "standing" "tGravityAccX" 0.97 -0.99
27 "standing" "tGravityAccY" -0.19 -0.98
27 "standing" "tGravityAccZ" -0.01 -0.97
27 "laying" "fBodyAccJerkX" -0.99 -0.99
27 "laying" "fBodyAccJerkY" -0.99 -0.99
27 "laying" "fBodyAccJerkZ" -0.99 -0.99
27 "laying" "fBodyAccMag" -0.98 -0.98
27 "laying" "fBodyAccX" -0.98 -0.98
27 "laying" "fBodyAccY" -0.98 -0.98
27 "laying" "fBodyAccZ" -0.99 -0.99
27 "laying" "fBodyBodyAccJerkMag" -0.99 -0.99
27 "laying" "fBodyBodyGyroJerkMag" -0.99 -0.99
27 "laying" "fBodyBodyGyroMag" -0.98 -0.97
27 "laying" "fBodyGyroX" -0.99 -0.99
27 "laying" "fBodyGyroY" -0.99 -0.98
27 "laying" "fBodyGyroZ" -0.98 -0.98
27 "laying" "tBodyAccJerkMag" -0.99 -0.99
27 "laying" "tBodyAccJerkX" 0.08 -0.99
27 "laying" "tBodyAccJerkY" 0.01 -0.99
27 "laying" "tBodyAccJerkZ" 0 -0.99
27 "laying" "tBodyAccMag" -0.98 -0.98
27 "laying" "tBodyAccX" 0.27 -0.98
27 "laying" "tBodyAccY" -0.02 -0.98
27 "laying" "tBodyAccZ" -0.11 -0.99
27 "laying" "tBodyGyroJerkMag" -0.99 -0.99
27 "laying" "tBodyGyroJerkX" -0.1 -0.99
